Education,Marital Status,Income,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,Discount Purchases,Web,Catalog,Store,NumWebVisitsMonth,Age,Children,total_spend,total_promo,Parental_status,Days_as_Customer,cluster
2,1,61074.0,37,789,0,133,0.0,28,126.5,7,11,5,8,7,67,1,1102.0,0,1,4702.0,2
4,1,31686.0,31,11,0,5,0.0,0,1.0,2,1,0,3,6,61,2,17.0,0,1,4045.0,1
2,1,80134.0,40,1218,16,272,104.0,0,80.0,2,5,3,6,6,53,1,1690.0,3,1,4426.0,2
2,1,75027.0,74,925,64,179,120.5,12,77.0,2,9,4,6,5,72,1,1390.0,0,1,4557.0,2
4,1,67546.0,90,864,81,556,120.5,38,126.5,1,4,10,5,3,37,0,2126.0,0,0,4688.0,0
3,1,65176.0,57,960,28,183,120.5,70,70.0,4,9,6,6,6,56,1,1531.0,0,1,4629.0,2
3,0,31160.0,59,16,3,25,6.0,1,13.0,2,2,0,3,8,50,1,64.0,0,1,4307.0,1
2,0,29938.0,52,3,3,7,0.0,2,11.0,2,1,0,3,6,40,1,26.0,0,1,4266.0,1
2,0,102692.0,5,168,81,444,32.0,81,126.5,1,6,9,13,2,51,0,1112.0,4,0,4471.0,0
1,1,26490.0,92,45,47,52,21.0,20,25.0,2,3,1,5,6,67,0,210.0,0,0,4666.0,2
2,1,75702.0,77,650,28,353,45.0,42,30.0,5,4,6,11,8,58,2,1148.0,0,1,4690.0,2
4,0,30899.0,35,24,0,8,0.0,0,1.0,2,1,0,3,6,51,1,33.0,0,1,4645.0,1
4,1,63342.0,48,918,21,118,13.0,10,21.0,3,8,3,5,6,64,1,1101.0,1,1,4642.0,2
2,0,45989.0,97,138,33,87,28.0,24,12.0,4,3,2,7,3,61,1,322.0,0,1,4636.0,2
2,0,18701.0,95,12,4,2,10.0,6,10.0,4,2,0,4,5,61,2,44.0,0,1,4411.0,1
4,0,40737.0,24,11,0,4,0.0,0,2.0,1,1,0,2,8,68,3,17.0,0,1,4224.0,1
2,0,15287.0,60,1,2,8,4.0,3,13.0,2,1,1,2,7,46,1,31.0,1,1,4648.0,1
4,0,69674.0,46,554,41,215,11.0,0,24.0,3,10,2,10,5,57,2,845.0,0,1,4424.0,2
3,1,44159.0,85,167,2,62,24.0,13,7.0,4,4,1,6,5,55,1,275.0,0,1,4033.0,2
4,1,37717.0,31,9,0,6,4.0,1,5.0,1,1,0,2,9,47,1,25.0,0,1,4604.0,1
3,1,43776.0,9,177,2,71,3.0,2,20.0,6,5,2,4,8,73,2,275.0,0,1,4532.0,2
3,1,38179.0,30,38,4,22,4.0,2,20.0,4,3,1,3,7,59,2,90.0,0,1,4493.0,1
2,1,80124.0,47,483,81,398,120.5,81,126.5,1,3,7,8,1,62,0,1495.0,1,0,4024.0,0
4,1,38097.0,70,77,2,35,0.0,1,69.0,4,3,2,2,7,55,2,184.0,1,1,4643.0,1
2,1,72940.0,13,182,74,298,120.5,81,116.0,1,3,3,6,1,55,0,981.0,0,0,4396.0,0
2,1,22070.0,11,10,7,19,8.0,2,21.0,2,2,2,2,6,55,1,67.0,0,1,4289.0,1
2,0,69267.0,31,778,44,499,95.0,73,126.5,2,3,4,5,7,72,0,1635.0,0,0,4666.0,0
3,0,31788.0,15,16,7,23,0.0,8,6.0,3,3,0,4,5,42,1,60.0,0,1,4122.0,1
4,1,61905.0,2,167,0,43,6.0,2,13.0,2,4,2,4,5,50,1,231.0,0,1,4166.0,1
2,1,29315.0,55,13,2,14,8.0,7,4.0,4,2,0,4,6,65,2,48.0,0,1,4105.0,1
2,0,33378.0,38,33,6,40,3.0,7,10.0,3,2,0,4,7,62,2,99.0,0,1,4529.0,1
4,1,66313.0,86,625,7,99,10.0,22,7.0,2,6,3,12,4,62,1,770.0,0,1,4307.0,2
2,0,60714.0,56,216,81,224,101.0,81,126.5,2,7,4,10,5,69,0,957.0,0,0,4549.0,0
3,1,77882.0,29,68,81,396,120.5,22,15.0,1,3,3,5,1,44,0,818.0,0,0,4081.0,0
4,0,69867.0,30,196,0,512,33.0,81,54.0,1,3,5,8,1,39,0,925.0,1,0,4474.0,0
3,0,63841.0,64,635,15,100,20.0,7,126.5,1,9,3,9,6,57,1,908.0,0,1,4455.0,2
0,1,24480.0,46,4,19,9,28.0,25,17.0,3,3,0,4,7,44,1,102.0,0,1,4524.0,1
2,1,51369.0,84,297,7,79,0.0,11,126.5,2,8,2,4,8,49,1,576.0,0,1,4633.0,2
2,1,37760.0,20,84,5,38,120.5,12,28.0,2,4,1,6,7,79,0,317.0,0,0,4688.0,2
4,1,65640.0,74,204,7,149,20.0,15,66.0,1,5,1,8,2,51,1,461.0,0,1,4141.0,2
3,1,44319.0,18,26,0,8,0.0,0,3.0,2,2,0,3,5,50,2,37.0,0,1,4094.0,1
2,1,30631.0,75,15,6,20,4.0,5,20.0,1,3,1,2,7,51,1,70.0,0,1,4373.0,1
2,1,75278.0,17,304,81,230,120.5,74,74.0,1,6,3,13,3,73,0,930.0,0,0,4537.0,0
3,1,50898.0,88,285,28,242,55.0,81,126.5,13,6,2,12,5,69,2,859.0,0,1,4558.0,2
2,0,79946.0,19,395,81,556,120.5,81,28.0,1,5,11,5,3,59,0,1478.0,0,0,4069.0,0
3,0,35416.0,62,248,3,81,4.0,3,51.0,3,7,1,5,8,76,0,390.0,0,0,4402.0,2
1,1,32414.0,11,20,6,5,0.0,9,12.0,1,1,0,3,7,41,0,52.0,1,0,4381.0,1
2,1,38361.0,74,39,0,56,20.0,8,14.0,3,3,1,3,7,56,1,137.0,0,1,4205.0,1
2,1,82497.0,32,777,81,556,120.5,21,126.5,1,2,7,9,4,45,0,1919.0,1,0,4627.0,0
2,1,16626.0,76,8,3,22,21.0,1,13.0,3,3,0,3,9,54,2,68.0,0,1,4186.0,1
2,1,29672.0,6,9,1,3,0.0,4,8.0,1,0,0,3,6,60,2,25.0,0,1,4495.0,1
3,1,55951.0,62,1225,0,80,0.0,13,40.0,3,3,6,11,8,73,1,1374.0,2,1,4696.0,2
1,0,35388.0,20,6,4,7,4.0,3,8.0,1,1,0,3,7,37,1,32.0,0,1,4500.0,1
3,1,42386.0,43,65,4,16,0.0,4,11.0,1,3,0,3,8,39,1,100.0,0,1,4553.0,1
2,0,68627.0,45,395,15,263,60.0,54,38.0,1,2,3,6,1,43,0,825.0,0,0,4554.0,0
4,0,57912.0,34,801,0,80,0.0,0,35.0,5,8,3,12,5,60,1,916.0,1,1,4125.0,2
2,0,35246.0,53,36,0,12,2.0,2,10.0,4,3,1,3,5,67,2,62.0,0,1,4095.0,1
1,1,58821.0,44,513,14,154,19.0,0,28.0,1,9,2,9,6,69,1,728.0,0,1,4281.0,2
4,1,46377.0,89,37,0,46,4.0,3,0.0,1,2,1,3,4,47,1,90.0,0,1,4141.0,1
2,0,39747.0,43,80,15,93,20.0,13,52.0,3,5,1,4,8,37,1,273.0,0,1,4098.0,2
2,1,23976.0,68,14,1,21,2.0,3,25.0,3,3,1,3,7,41,1,66.0,0,1,4205.0,1
3,1,80950.0,44,525,81,112,120.5,81,63.0,1,6,7,9,2,64,0,1213.0,1,0,4479.0,0
2,0,27038.0,64,1,26,25,17.0,23,15.0,1,3,0,3,9,59,0,107.0,0,0,4670.0,1
2,0,77457.0,85,675,11,400,15.0,45,11.0,1,2,5,10,1,78,0,1157.0,1,0,4137.0,0
3,1,64100.0,93,509,0,27,0.0,0,10.0,1,8,3,6,7,61,1,546.0,1,1,4313.0,2
3,1,42670.0,12,154,2,46,20.0,4,15.0,1,4,2,4,4,33,0,241.0,0,0,4449.0,1
2,0,12571.0,86,3,5,14,2.0,12,17.0,4,3,1,3,6,49,1,53.0,0,1,4183.0,1
2,1,22574.0,28,25,0,8,2.0,0,2.0,2,2,0,3,7,58,3,37.0,0,1,4265.0,1
2,1,51381.5,69,861,81,461,60.0,30,61.0,1,6,5,12,3,36,0,1611.0,2,0,4412.0,0
3,0,70893.0,42,768,44,556,77.0,44,14.0,1,6,6,10,3,49,0,1508.0,0,0,4529.0,0
2,1,54198.0,13,185,0,28,3.0,2,17.0,6,3,1,6,4,59,2,235.0,0,1,4215.0,1
3,1,28839.0,86,24,0,7,0.0,0,1.0,2,2,0,3,5,69,2,32.0,0,1,4131.0,1
2,1,40321.0,59,44,4,21,6.0,0,27.0,2,3,0,3,7,53,2,102.0,0,1,4356.0,1
2,0,66503.0,30,91,64,128,65.0,3,50.0,2,4,3,6,3,40,1,401.0,0,1,4705.0,2
2,1,30833.0,33,11,0,7,3.0,1,6.0,2,1,0,3,5,74,2,28.0,0,1,4369.0,1
2,0,51381.5,67,738,20,172,52.0,50,20.0,6,2,3,10,7,55,3,1052.0,2,1,4331.0,2
2,1,64795.0,23,412,5,119,38.0,29,77.0,3,3,3,12,2,54,1,680.0,0,1,4549.0,2
2,1,34421.0,81,3,3,7,6.0,2,9.0,1,1,0,2,7,51,1,30.0,0,1,4384.0,1
4,0,47025.0,6,16,0,3,0.0,0,1.0,1,1,0,2,7,60,2,20.0,0,1,4161.0,1
4,0,64325.0,41,731,60,353,78.0,12,73.0,5,10,3,5,7,64,1,1307.0,0,1,4528.0,2
2,0,40464.0,78,424,17,118,7.0,23,41.0,6,8,2,8,8,72,1,630.0,0,1,4555.0,2
2,1,62187.0,49,792,0,275,45.0,45,126.0,1,4,8,5,3,68,0,1283.0,0,0,4380.0,0
4,0,14849.0,39,21,2,28,3.0,2,9.0,3,2,0,4,8,49,1,65.0,0,1,4383.0,1
2,1,27255.0,3,22,1,11,0.0,1,2.0,1,1,0,3,7,41,1,37.0,0,1,4255.0,1
4,1,54432.0,37,33,0,5,0.0,0,0.0,1,1,0,3,4,75,3,38.0,0,1,4437.0,1
4,0,29999.0,22,68,7,59,10.0,5,11.0,4,3,1,4,8,39,1,160.0,0,1,4522.0,1
2,0,24072.0,79,9,1,6,3.0,0,4.0,1,1,0,2,8,42,1,23.0,0,1,4460.0,1
4,0,33996.0,46,40,2,15,8.0,0,6.0,1,1,1,3,4,36,0,71.0,0,0,4312.0,1
4,1,66334.0,82,909,11,218,0.0,0,23.0,2,9,3,5,5,69,1,1161.0,0,1,4473.0,2
3,1,35178.0,10,23,1,13,2.0,2,18.0,1,1,1,2,7,54,1,59.0,1,1,4556.0,1
2,1,22010.0,51,11,2,9,3.0,0,8.0,2,2,0,3,8,42,1,33.0,0,1,4385.0,1
2,0,62204.0,38,317,46,247,120.5,46,126.5,1,4,5,12,3,65,2,946.0,0,1,4676.0,2
2,0,75693.0,10,797,81,293,72.0,81,30.0,1,11,4,6,4,57,0,1442.0,3,0,4591.0,0
2,1,30675.0,14,10,2,16,11.0,2,21.0,1,1,0,3,8,53,1,62.0,0,1,4615.0,1
2,1,83003.0,18,856,61,556,40.0,25,122.0,1,7,6,8,3,60,0,1674.0,1,0,4504.0,0
4,1,83532.0,36,755,81,556,104.0,64,126.5,1,4,6,4,1,93,0,1853.0,1,0,4297.0,0
2,0,68655.0,95,456,19,556,75.0,81,38.0,1,4,5,11,3,37,0,1538.0,0,0,4709.0,0
2,0,41411.0,11,37,32,38,11.0,3,18.0,1,2,1,4,6,39,0,139.0,0,0,4225.0,1
4,1,55212.0,65,1103,0,45,0.0,0,34.0,3,4,2,11,8,56,1,1182.0,2,1,4604.0,2
4,1,59292.0,71,378,14,68,19.0,14,14.0,2,3,5,8,3,75,1,507.0,0,1,4402.0,2
0,1,27190.0,13,1,6,7,0.0,1,3.0,1,1,0,2,8,52,1,18.0,1,1,4339.0,1
2,0,82623.0,58,204,34,204,120.5,81,126.5,1,2,9,4,1,73,0,940.0,0,0,4252.0,0
2,1,44300.0,65,30,0,9,0.0,0,3.0,2,1,0,3,6,60,2,42.0,0,1,4392.0,1
2,0,84835.0,0,189,81,379,111.0,81,126.5,1,4,4,6,1,55,0,1190.0,0,0,4034.0,0
2,0,30372.0,33,15,0,12,7.0,3,7.0,3,2,0,3,7,54,2,44.0,0,1,4572.0,1
3,1,33181.0,90,9,0,3,0.0,0,4.0,1,1,0,2,6,49,1,16.0,1,1,4198.0,1
2,1,71113.0,95,495,33,255,11.0,33,8.0,4,6,7,9,4,68,1,835.0,0,1,4215.0,2
2,1,71952.0,93,656,80,455,52.0,81,93.0,2,8,4,8,4,39,1,1443.0,2,1,4556.0,0
4,0,69759.0,38,452,20,514,13.0,30,0.0,3,4,6,5,3,59,0,1029.0,0,0,4265.0,0
2,1,72099.0,18,546,81,410,119.0,0,22.0,1,3,4,10,1,51,0,1188.0,0,0,4631.0,0
4,0,60000.0,57,1048,0,217,0.0,0,12.0,5,11,3,5,6,49,1,1277.0,0,1,4575.0,2
2,0,38643.0,45,22,2,14,0.0,1,10.0,2,2,0,3,7,47,2,49.0,0,1,4233.0,1
2,1,50737.0,61,78,0,11,0.0,0,10.0,1,2,0,4,6,70,1,99.0,1,1,4435.0,1
4,1,68462.0,6,561,64,556,84.0,81,48.0,1,3,3,8,1,56,0,1670.0,0,0,4585.0,0
3,1,65073.0,65,629,17,177,69.0,0,8.0,1,5,3,5,2,82,0,900.0,0,0,4334.0,0
4,1,46681.0,52,269,15,69,15.0,19,38.0,2,4,6,4,5,77,2,425.0,0,1,4285.0,2
2,1,78618.0,87,736,81,556,120.5,81,61.0,1,4,7,10,2,68,0,2153.0,1,0,4660.0,0
4,0,62187.0,38,512,0,83,0.0,0,41.0,3,6,2,10,4,56,1,636.0,0,1,4120.0,2
2,1,28442.0,53,19,3,10,11.0,8,6.0,3,2,1,4,4,47,2,57.0,0,1,4146.0,1
4,1,37717.0,31,9,0,6,4.0,1,5.0,1,1,0,2,9,47,1,25.0,0,1,4604.0,1
2,1,51479.0,67,247,8,160,6.0,8,65.0,7,6,3,6,7,58,2,494.0,0,1,4569.0,2
2,0,54803.0,65,404,0,92,28.0,27,126.5,2,6,2,9,4,56,1,693.0,0,1,4698.0,2
2,1,79530.0,64,333,0,556,120.5,42,29.0,1,4,10,11,2,65,0,1348.0,0,0,4429.0,0
2,0,31615.0,82,2,3,20,6.0,11,9.0,2,2,0,3,7,49,1,51.0,0,1,4491.0,1
2,1,72025.0,27,833,33,549,120.5,81,126.5,1,4,3,8,3,63,0,1932.0,0,0,4610.0,0
4,0,52614.0,63,789,0,142,12.0,9,38.0,2,2,4,8,8,50,1,990.0,0,1,4596.0,2
1,1,35684.0,66,10,4,7,0.0,6,3.0,1,1,0,3,6,41,1,30.0,0,1,4089.0,1
2,1,48178.0,69,159,4,45,6.0,2,38.0,6,5,1,4,8,50,2,254.0,0,1,4630.0,2
3,0,29548.0,52,7,1,6,3.0,1,11.0,1,1,1,2,4,55,1,29.0,1,1,4325.0,1
2,0,63810.0,45,977,12,253,16.0,12,101.0,4,4,3,12,8,59,1,1371.0,1,1,4616.0,2
4,0,38578.0,2,38,4,22,3.0,3,3.0,3,3,0,3,8,53,2,73.0,0,1,4393.0,1
3,0,46098.0,86,57,0,27,0.0,0,36.0,4,3,2,2,8,50,2,120.0,0,1,4701.0,1
2,0,22585.0,23,3,9,15,13.0,2,39.0,1,1,1,2,9,55,0,81.0,1,0,4489.0,1
2,0,30279.0,13,10,4,14,4.0,4,1.0,1,1,0,3,8,36,1,37.0,0,1,4567.0,1
4,1,66426.0,14,1043,24,97,32.0,24,126.5,2,3,5,10,6,64,1,1377.0,0,1,4291.0,2
2,0,30822.0,92,3,9,13,2.0,12,12.0,1,1,0,3,7,56,1,51.0,0,1,4401.0,1
4,1,33581.0,38,11,0,5,0.0,0,1.0,1,1,0,2,8,56,2,17.0,0,1,4558.0,1
2,1,19986.0,74,3,6,5,0.0,2,6.0,1,0,0,3,7,40,1,22.0,0,1,4248.0,1
2,0,27421.0,14,43,12,96,78.0,40,55.0,3,4,1,6,7,71,0,324.0,0,0,4585.0,2
1,1,35688.0,94,73,3,90,12.0,1,32.0,7,4,1,4,8,52,3,211.0,0,1,4697.0,2
3,0,36143.0,33,12,0,1,0.0,0,6.0,1,0,1,2,3,44,1,19.0,0,1,4112.0,1
2,0,10245.0,32,4,7,7,6.0,4,13.0,3,1,2,2,5,54,1,41.0,0,1,4431.0,1
3,1,43795.0,11,314,11,53,4.0,3,107.0,3,7,3,4,7,57,1,492.0,1,1,4277.0,2
2,1,63381.0,78,571,50,142,33.0,50,126.5,4,4,5,13,2,65,1,1005.0,0,1,4653.0,2
2,1,38823.0,56,70,0,11,2.0,8,23.0,1,2,1,3,6,76,1,114.0,0,1,4689.0,1
4,0,83664.0,57,866,21,151,28.0,21,86.0,3,2,2,12,5,57,2,1173.0,0,1,4438.0,2
2,1,90300.0,7,594,81,556,33.0,81,57.0,0,5,6,8,1,46,0,1738.0,1,0,4198.0,0
3,1,62499.0,0,140,4,61,0.0,13,4.0,2,3,1,6,4,46,1,222.0,0,1,4223.0,1
2,0,74293.0,66,375,81,335,93.0,81,81.0,1,5,4,6,2,32,0,1127.0,0,0,4077.0,0
4,1,51012.0,86,102,9,63,2.0,9,24.0,1,4,1,4,6,79,0,209.0,0,0,4458.0,2
3,1,70777.0,80,554,35,113,0.0,7,78.0,3,5,3,12,3,57,1,787.0,0,1,4145.0,2
4,1,68682.0,56,919,0,505,99.0,30,45.0,1,4,9,10,2,34,0,1598.0,0,0,4287.0,0
2,1,43824.0,18,96,1,42,12.0,3,32.0,4,3,1,4,8,54,2,186.0,0,1,4673.0,1
2,1,15345.0,51,5,2,16,3.0,2,19.0,2,1,1,2,8,41,1,47.0,0,1,4688.0,1
2,0,23442.0,71,2,0,6,8.0,6,5.0,1,1,0,3,7,38,1,27.0,0,1,4573.0,1
1,1,14515.0,71,6,4,9,6.0,36,35.0,4,2,2,3,7,45,1,96.0,0,1,4618.0,1
1,0,31395.0,80,23,1,25,0.0,8,7.0,4,2,1,3,6,69,2,64.0,0,1,4484.0,1
2,1,75276.0,2,610,81,125,120.5,42,21.0,1,9,4,9,5,60,0,1040.0,0,0,4661.0,0
2,0,42373.0,83,67,5,61,3.0,8,19.0,5,2,1,5,5,51,2,163.0,0,1,4339.0,1
2,1,30507.0,29,65,36,74,38.0,20,110.0,1,5,1,4,7,65,0,343.0,0,0,4496.0,2
4,0,55521.0,11,416,0,26,0.0,0,4.0,9,6,3,6,7,70,3,446.0,1,1,4271.0,2
2,1,48006.0,55,23,0,11,3.0,2,2.0,1,1,0,3,6,60,2,41.0,0,1,4041.0,1
4,0,27213.0,19,19,3,26,10.0,9,3.0,3,2,0,4,8,53,1,70.0,0,1,4689.0,1
4,0,65808.0,1,155,7,80,13.0,7,10.0,3,5,1,5,6,54,2,272.0,0,1,4051.0,2
4,1,30351.0,19,14,0,24,3.0,3,2.0,1,3,0,2,9,51,1,46.0,0,1,4409.0,1
2,1,50437.0,28,370,9,92,6.0,9,4.0,3,7,1,8,7,62,2,490.0,0,1,4641.0,2
1,0,23616.0,76,4,22,11,3.0,7,32.0,2,3,0,3,8,43,1,79.0,0,1,4610.0,1
2,1,53858.0,50,407,53,221,58.0,81,26.0,4,4,3,6,4,49,1,915.0,0,1,4618.0,2
4,1,66465.0,1,1200,0,204,38.0,29,14.0,3,11,9,12,6,70,1,1485.0,1,1,4477.0,2
2,0,46923.0,90,85,44,54,102.0,78,6.0,3,5,1,7,7,38,1,369.0,0,1,4697.0,2
2,1,75072.0,83,583,34,309,0.0,22,125.0,2,5,4,8,3,63,1,1073.0,0,1,4543.0,2
4,1,75865.0,73,483,0,556,120.5,0,12.0,1,3,5,10,1,82,0,1242.0,0,0,4111.0,0
1,1,19789.0,24,2,5,9,28.0,6,28.0,3,2,1,3,5,50,1,78.0,1,1,4242.0,1
2,1,80134.0,11,966,26,282,52.0,26,26.0,1,2,7,11,5,31,0,1378.0,4,0,4156.0,0
2,0,91065.0,33,822,81,108,120.5,81,114.0,1,7,9,9,3,44,0,1474.0,2,0,4513.0,0
3,1,49505.0,4,604,0,100,19.0,0,28.0,9,10,2,8,8,54,2,751.0,0,1,4502.0,2
4,1,37401.0,14,19,3,19,3.0,1,3.0,2,2,0,3,7,52,1,48.0,0,1,4075.0,1
2,1,30096.0,30,5,3,11,12.0,5,9.0,1,2,0,3,6,42,1,45.0,0,1,4059.0,1
3,1,18492.0,75,2,2,2,2.0,1,1.0,1,1,0,2,8,43,1,10.0,0,1,4045.0,1
3,1,82584.0,26,1076,68,103,29.0,81,68.0,1,3,4,8,1,51,0,1435.0,2,0,4411.0,0
4,1,93027.0,77,1225,42,556,55.0,0,21.0,0,7,10,5,2,84,0,2119.0,1,0,4463.0,0
2,1,48686.0,8,10,0,7,2.0,0,1.0,1,1,0,2,8,72,3,20.0,0,1,4228.0,1
2,1,92910.0,42,551,81,556,120.5,81,33.0,1,6,7,13,1,39,0,1795.0,3,0,4087.0,0
2,1,75433.0,28,800,0,297,0.0,34,57.0,2,2,5,10,6,36,1,1188.0,2,1,4106.0,2
1,1,10404.0,52,2,2,11,10.0,6,12.0,2,1,0,4,5,36,1,43.0,0,1,4077.0,1
2,1,61314.0,1,378,0,189,97.0,81,126.5,2,5,5,12,3,57,1,1008.0,0,1,4451.0,2
4,0,84865.0,1,1225,16,349,43.0,16,16.0,1,2,4,9,4,64,0,1688.0,4,0,4437.0,0
2,1,42387.0,42,235,0,235,19.0,4,126.5,5,8,1,7,8,36,1,684.0,0,1,4629.0,2
1,1,67309.0,76,515,47,181,120.5,81,95.0,15,9,6,9,7,58,2,1082.0,0,1,4543.0,2
2,1,75236.0,27,438,66,400,12.0,38,114.0,1,8,3,13,4,61,1,1068.0,0,1,4237.0,0
2,0,30015.0,28,25,0,22,2.0,3,5.0,2,1,0,4,5,55,1,57.0,0,1,4168.0,1
3,1,50943.0,49,31,0,7,2.0,0,6.0,1,1,0,3,5,69,1,46.0,0,1,4394.0,1
2,0,67272.0,12,357,35,271,28.0,28,14.0,3,6,2,12,5,59,1,733.0,0,1,4211.0,2
3,0,51529.0,14,400,4,35,6.0,0,22.0,2,9,1,5,8,76,1,467.0,0,1,4316.0,2
4,1,32011.0,89,99,0,15,2.0,1,5.0,3,2,1,4,7,54,1,122.0,0,1,4332.0,1
1,1,7500.0,96,1,11,5,4.0,6,9.0,2,2,0,3,8,39,1,36.0,0,1,4528.0,1
2,1,28691.0,56,5,4,13,8.0,0,4.0,1,1,0,3,8,36,1,34.0,0,1,4381.0,1
4,1,56223.0,72,77,28,31,16.0,0,4.0,2,2,1,5,4,77,1,156.0,0,1,4212.0,1
2,1,18100.0,14,3,1,2,4.0,3,1.0,1,0,0,3,5,79,0,14.0,0,0,4348.0,1
2,0,30279.0,13,10,4,14,4.0,4,1.0,1,1,0,3,8,36,1,37.0,0,1,4567.0,1
1,1,20130.0,99,0,6,3,7.0,6,12.0,1,1,0,3,8,51,0,34.0,0,0,4125.0,1
2,0,23295.0,72,0,0,1,2.0,12,5.0,1,1,0,2,8,66,0,20.0,0,0,4372.0,1
3,0,42618.0,92,76,14,74,13.0,5,10.0,2,5,0,4,8,53,1,192.0,0,1,4284.0,1
2,0,81246.0,87,398,81,537,61.0,81,37.0,1,4,5,7,1,61,0,1379.0,2,0,4203.0,0
2,1,24027.0,7,14,7,11,11.0,0,5.0,2,2,0,3,8,49,1,48.0,0,1,4406.0,1
4,1,55707.0,91,208,7,82,30.0,66,35.0,2,3,2,9,3,72,1,428.0,0,1,4210.0,2
2,0,57959.0,71,430,16,322,43.0,24,33.0,5,4,7,11,3,70,1,868.0,0,1,4444.0,2
2,1,56796.0,24,656,38,161,62.0,47,37.0,3,8,9,7,7,56,1,1001.0,0,1,4519.0,2
3,0,36230.0,17,14,2,30,8.0,2,3.0,1,2,0,4,5,54,1,59.0,0,1,4276.0,1
1,1,70829.0,87,141,70,106,72.0,19,23.0,2,4,2,8,3,45,2,431.0,0,1,4231.0,2
2,1,65991.0,21,507,19,364,25.0,47,9.0,3,9,5,10,7,49,1,971.0,0,1,4681.0,2
2,1,38988.0,90,164,24,103,12.0,3,42.0,7,5,1,6,8,53,3,348.0,0,1,4699.0,2
1,0,89572.0,44,606,24,556,120.5,81,64.0,1,7,7,9,4,59,0,2059.0,2,0,4673.0,0
3,1,42207.0,71,116,11,72,3.0,17,46.0,4,4,1,5,6,41,1,265.0,1,1,4475.0,2
2,1,50300.0,52,143,15,60,24.0,23,5.0,2,2,1,8,2,73,1,270.0,0,1,4056.0,2
1,1,66664.0,78,398,81,447,120.5,81,32.0,1,5,7,6,3,43,0,1289.0,0,0,4663.0,0
2,1,60597.0,2,522,0,257,32.0,16,66.0,4,2,2,8,7,61,1,893.0,1,1,4200.0,2
2,0,70165.0,60,161,0,253,120.5,81,122.0,1,3,7,11,1,76,0,926.0,0,0,4301.0,0
4,0,50520.0,25,112,0,6,2.0,1,14.0,2,3,1,3,6,67,1,135.0,0,1,4173.0,1
2,1,80124.0,47,483,81,398,120.5,81,126.5,1,3,7,8,1,62,0,1495.0,1,0,4024.0,0
2,1,33183.0,46,7,5,39,17.0,15,37.0,2,4,0,3,7,50,1,120.0,0,1,4146.0,1
4,0,66582.0,83,789,25,420,16.0,38,0.0,1,2,8,9,1,56,0,1288.0,0,0,4139.0,0
4,1,75261.0,17,1225,17,413,23.0,34,17.0,1,5,6,5,2,70,0,1743.0,2,0,4453.0,0
2,0,31880.0,13,4,1,5,2.0,0,3.0,1,1,0,2,8,55,1,15.0,0,1,4627.0,1
2,1,53790.0,86,335,42,127,28.0,5,5.0,3,7,2,8,6,74,2,542.0,0,1,4136.0,2
4,1,49269.0,92,639,8,166,11.0,8,58.0,3,7,3,12,7,54,1,890.0,0,1,4704.0,2
2,1,61456.0,47,563,76,384,84.0,81,89.0,4,6,10,13,4,50,1,1388.0,0,1,4480.0,0
2,1,37406.0,18,2,0,8,2.0,2,3.0,1,1,0,2,8,45,1,17.0,0,1,4283.0,1
4,1,56937.0,81,746,8,125,11.0,8,8.0,7,8,6,9,6,44,1,906.0,1,1,4715.0,2
2,1,38415.0,91,22,1,13,4.0,0,4.0,2,1,0,3,7,47,2,44.0,0,1,4564.0,1
2,0,20518.0,58,4,1,6,4.0,1,9.0,1,1,1,2,5,37,1,25.0,0,1,4063.0,1
2,1,62503.0,40,478,0,193,110.0,75,117.0,4,8,3,11,5,69,1,973.0,0,1,4517.0,2
4,0,41644.0,67,20,3,4,2.0,0,2.0,2,1,0,3,3,53,2,31.0,0,1,4072.0,1
3,1,55842.0,19,451,0,39,0.0,4,24.0,1,7,1,8,5,48,1,518.0,0,1,4058.0,2
4,1,62010.0,93,371,22,39,6.0,0,92.0,4,6,2,7,5,53,1,530.0,0,1,4635.0,2
2,1,41124.0,41,281,7,84,15.0,0,119.0,7,7,3,4,8,48,1,506.0,0,1,4627.0,2
3,1,38961.0,60,19,7,19,0.0,1,24.0,1,2,1,2,7,52,1,70.0,0,1,4202.0,1
3,0,37760.0,54,26,3,13,2.0,10,0.0,1,2,0,3,6,53,1,54.0,0,1,4343.0,1
2,0,32233.0,26,138,15,35,25.0,11,72.0,2,6,2,2,9,51,1,296.0,1,1,4700.0,2
2,1,43057.0,30,213,2,44,0.0,2,5.0,4,4,2,5,5,50,1,266.0,0,1,4263.0,1
3,1,83151.0,93,407,28,100,120.0,74,18.0,1,5,9,4,3,65,0,747.0,0,0,4648.0,0
4,0,78825.0,35,483,74,114,120.5,37,18.0,1,5,10,13,3,61,0,895.0,0,0,4674.0,0
3,1,65104.0,4,738,0,232,13.0,20,50.0,2,3,5,7,7,49,1,1053.0,0,1,4248.0,2
2,1,60093.0,92,502,12,109,16.0,6,90.0,2,7,2,10,6,51,1,735.0,0,1,4389.0,2
2,1,14045.0,24,11,0,5,2.0,1,1.0,1,1,0,3,7,56,1,20.0,0,1,4175.0,1
1,0,28457.0,96,24,1,108,29.0,29,14.0,1,4,1,4,8,73,0,205.0,0,0,4630.0,1
